CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
27060,60,AW00027060,NULL,Lucas,A,Coleman,0,9/25/1978,M,NULL,M,lucas55@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,9218 Dalis Dr.,NULL,734-555-0189,3/25/2012,1-2 Miles
27061,60,AW00027061,NULL,Gabrielle,NULL,Scott,0,3/2/1979,S,NULL,F,gabrielle56@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,6028 D St.,NULL,189-555-0173,7/30/2013,0-1 Miles
27062,66,AW00027062,NULL,Edward,NULL,Harris,0,10/1/1978,S,NULL,M,edward36@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8380 Forte Way,NULL,235-555-0137,3/27/2012,1-2 Miles
27063,611,AW00027063,NULL,Taylor,W,Flores,0,10/18/1978,M,NULL,F,taylor37@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,6057 Hill Street,NULL,412-555-0116,8/14/2012,1-2 Miles
27064,612,AW00027064,NULL,Barbara,NULL,Chande,0,12/18/1978,M,NULL,F,barbara44@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,1780 Oily Road,NULL,433-555-0119,7/31/2012,1-2 Miles
27065,322,AW00027065,NULL,Jordan,E,Wright,0,8/10/1978,M,NULL,M,jordan74@adventure-works.com,40000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3697 Leland Way,NULL,341-555-0111,7/1/2013,1-2 Miles
27066,343,AW00027066,NULL,Cole,NULL,Murphy,0,6/25/1979,S,NULL,M,cole15@adventure-works.com,40000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2668 Trailview Circle,NULL,740-555-0127,1/30/2013,1-2 Miles
27067,372,AW00027067,NULL,Jennifer,T,Rodriguez,0,10/9/1978,S,NULL,F,jennifer47@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,6005 Hackamore Lane,NULL,444-555-0139,8/20/2012,0-1 Miles
27068,374,AW00027068,NULL,Jade,NULL,Kelly,0,2/3/1984,S,NULL,F,jade1@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,4735 E St.,NULL,496-555-0134,8/16/2012,1-2 Miles
27069,374,AW00027069,NULL,Gabriella,A,Perez,0,10/14/1978,M,NULL,F,gabriella35@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,1045 Lolita Drive,NULL,216-555-0141,8/18/2012,0-1 Miles
27070,616,AW00027070,NULL,Nathan,D,Davis,0,7/8/1977,M,NULL,M,nathan63@adventure-works.com,50000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,9643 Weatherly Way,NULL,706-555-0168,12/20/2013,0-1 Miles
27071,58,AW00027071,NULL,Anthony,NULL,Clark,0,7/8/1976,S,NULL,M,anthony5@adventure-works.com,40000,4,4,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5468 Boxwood Drive,NULL,212-555-0121,3/7/2012,10+ Miles
27072,632,AW00027072,NULL,Alex,NULL,Baker,0,12/31/1976,M,NULL,M,alex36@adventure-works.com,70000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,5237 Babel Lane,NULL,778-555-0178,5/2/2013,0-1 Miles
27073,539,AW00027073,NULL,Sydney,NULL,Sanders,0,11/13/1982,M,NULL,F,sydney22@adventure-works.com,70000,1,1,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,1148 Thornwood Drive,NULL,383-555-0136,8/4/2012,0-1 Miles
27074,607,AW00027074,NULL,Kristi,M,Sanchez,0,9/18/1976,M,NULL,F,kristi38@adventure-works.com,70000,1,1,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8970 Birchwood,NULL,791-555-0126,8/6/2012,0-1 Miles
27075,66,AW00027075,NULL,Jackson,S,Chen,0,4/12/1977,M,NULL,M,jackson27@adventure-works.com,70000,1,1,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,561 Lewis Way,NULL,132-555-0146,3/22/2012,0-1 Miles
27076,326,AW00027076,NULL,Dakota,A,Russell,0,3/21/1977,M,NULL,M,dakota16@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,1134 Concord Pl.,NULL,447-555-0132,8/18/2012,1-2 Miles
27077,302,AW00027077,NULL,Robert,K,Henderson,0,3/3/1978,S,NULL,M,robert18@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,2617 St. George Dr,NULL,259-555-0116,8/11/2012,0-1 Miles
27078,361,AW00027078,NULL,Chloe,A,Scott,0,4/16/1976,M,NULL,F,chloe11@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,7818 Lorie Lane,NULL,104-555-0152,8/4/2012,2-5 Miles
27079,369,AW00027079,NULL,Natalie,E,Lewis,0,3/16/1976,M,NULL,F,natalie88@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8837 Via Appia,NULL,952-555-0151,9/8/2012,0-1 Miles
27080,311,AW00027080,NULL,Nathan,W,Campbell,0,12/1/1975,M,NULL,M,nathan36@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,406 Chinquapin Ct.,NULL,131-555-0151,9/9/2012,2-5 Miles
27081,307,AW00027081,NULL,Jason,L,Ross,0,8/24/1975,M,NULL,M,jason2@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2540 Waterview Place,NULL,964-555-0148,9/10/2012,2-5 Miles
27082,60,AW00027082,NULL,Zachary,M,Taylor,0,9/5/1975,M,NULL,M,zachary38@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,7598 Holland Circle,NULL,483-555-0176,4/22/2012,2-5 Miles
27083,627,AW00027083,NULL,Kevin,NULL,Perry,0,8/2/1975,M,NULL,M,kevin10@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,9208 West Rd,Unit E1,638-555-0180,9/8/2012,0-1 Miles
27084,71,AW00027084,NULL,Fernando,NULL,Russell,0,8/31/1975,M,NULL,M,fernando61@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,2818 Raymond Dr.,NULL,558-555-0131,3/30/2012,0-1 Miles
27085,58,AW00027085,NULL,Christian,NULL,Wilson,0,3/31/1976,M,NULL,M,christian37@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,410 Cardinet Drive,NULL,202-555-0153,5/26/2012,2-5 Miles
27086,644,AW00027086,NULL,Lauren,NULL,Howard,0,7/4/1975,M,NULL,F,lauren12@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,8721 Nahua,NULL,814-555-0134,9/16/2012,2-5 Miles
27087,359,AW00027087,NULL,Justin,G,Clark,0,10/13/1975,M,NULL,M,justin47@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,6315 Olive Ave.,NULL,942-555-0113,8/29/2012,2-5 Miles
27088,548,AW00027088,NULL,Tristan,NULL,Patterson,0,5/18/1981,S,NULL,M,tristan11@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,4367 Citrus Ave.,NULL,984-555-0123,9/4/2012,2-5 Miles
27089,611,AW00027089,NULL,Janelle,NULL,Garcia,0,2/15/1975,S,NULL,F,janelle11@adventure-works.com,60000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,9433 Athene Drive,NULL,890-555-0135,9/27/2012,0-1 Miles
27090,336,AW00027090,NULL,Elizabeth,H,Brown,0,12/14/1974,M,NULL,F,elizabeth8@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,2039 Dallis Dr.,NULL,427-555-0177,9/24/2012,2-5 Miles
27091,616,AW00027091,NULL,Miguel,A,Martin,0,4/18/1977,M,NULL,M,miguel14@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,00:00.0,9206 West Rd.,NULL,710-555-0152,9/22/2012,0-1 Miles
27092,307,AW00027092,NULL,Marissa,NULL,Ross,0,3/7/1982,S,NULL,F,marissa2@adventure-works.com,70000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,00:00.0,9130 Pine Valley Rd,NULL,850-555-0189,9/1/2012,0-1 Miles
27093,314,AW00027093,NULL,Alexandra,C,Martin,0,5/14/1977,S,NULL,F,alexandra78@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,5241 Miguel Drive,NULL,134-555-0119,9/25/2012,2-5 Miles
27094,348,AW00027094,NULL,Sean,NULL,Kelly,0,10/7/1985,S,NULL,M,sean9@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,5259 Prestwick Dr.,NULL,607-555-0126,9/21/2012,2-5 Miles
27095,374,AW00027095,NULL,Spencer,NULL,Flores,0,10/9/1974,M,NULL,M,spencer14@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,2350 Winthrop St.,NULL,362-555-0138,9/14/2012,2-5 Miles
27096,627,AW00027096,NULL,Chase,NULL,Watson,0,11/16/1979,M,NULL,M,chase1@adventure-works.com,70000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,4406 Glenside Court,NULL,387-555-0176,9/27/2012,2-5 Miles
27097,623,AW00027097,NULL,Kaitlyn,NULL,Gonzales,0,9/19/1973,M,NULL,F,kaitlyn84@adventure-works.com,70000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3692 Morales,NULL,116-555-0192,9/6/2012,2-5 Miles
27098,607,AW00027098,NULL,Sarah,C,Wilson,0,12/14/1973,M,NULL,F,sarah9@adventure-works.com,70000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3581 Rising Dawn Way,NULL,563-555-0177,8/18/2013,2-5 Miles
27099,50,AW00027099,NULL,Zachary,B,Williams,0,4/1/1976,M,NULL,M,zachary32@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,388 Mt. Everest Court,NULL,658-555-0114,5/26/2012,2-5 Miles
27100,50,AW00027100,NULL,Hunter,NULL,Walker,0,2/23/1981,M,NULL,M,hunter56@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,00:00.0,30 Sun View Terr.,NULL,612-555-0176,4/5/2013,0-1 Miles
27101,51,AW00027101,NULL,Eduardo,NULL,Bell,0,9/2/1975,S,NULL,M,eduardo81@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,3095 Seabourne Ct,NULL,150-555-0175,5/26/2012,2-5 Miles
27102,55,AW00027102,NULL,Katherine,B,Miller,0,1/9/1976,S,NULL,F,katherine76@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,00:00.0,9817 Sanford St.,NULL,779-555-0135,5/27/2012,0-1 Miles
27103,632,AW00027103,NULL,Chloe,M,Brooks,0,8/30/1975,S,NULL,F,chloe63@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,4710 Northridge Drive,NULL,331-555-0117,9/22/2012,2-5 Miles
27104,298,AW00027104,NULL,Randy,B,Zhu,0,4/1/1976,M,NULL,M,randy16@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,388 Mt. Everest Court,NULL,837-555-0157,9/5/2012,2-5 Miles
27105,302,AW00027105,NULL,Sean,NULL,Perez,0,12/11/1975,S,NULL,M,sean35@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,1343 Grenola Dr.,NULL,620-555-0199,9/3/2012,2-5 Miles
27106,338,AW00027106,NULL,Jennifer,NULL,Allen,0,7/25/1975,S,NULL,F,jennifer26@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,00:00.0,7248 Holiday Hills Dr.,NULL,214-555-0118,9/15/2012,0-1 Miles
27107,338,AW00027107,NULL,Alexa,D,Stewart,0,2/19/1976,M,NULL,F,alexa21@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,00:00.0,9534 Hartnell Court,NULL,776-555-0128,8/30/2012,0-1 Miles
27108,315,AW00027108,NULL,Rachel,B,Thompson,0,5/16/1973,S,NULL,F,rachel18@adventure-works.com,50000,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,581 Tobi Dr.,NULL,859-555-0150,9/11/2012,0-1 Miles
27109,536,AW00027109,NULL,Mandy,A,Cai,0,5/12/1972,M,NULL,F,mandy22@adventure-works.com,80000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2461 Prancing Drive,NULL,608-555-0117,3/14/2013,2-5 Miles
27110,49,AW00027110,NULL,Andrew,C,Miller,0,11/6/1971,M,NULL,M,andrew15@adventure-works.com,80000,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,2214 Solano,NULL,193-555-0162,11/14/2013,2-5 Miles
27111,68,AW00027111,NULL,Gabriel,NULL,Flores,0,2/12/1972,M,NULL,M,gabriel9@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,9070 Muir Road,NULL,574-555-0191,6/8/2013,2-5 Miles
27112,50,AW00027112,NULL,Caleb,NULL,Foster,0,10/5/1971,S,NULL,M,caleb13@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,00:00.0,6982 Duck Horn Court,NULL,296-555-0115,6/26/2013,0-1 Miles
27113,618,AW00027113,NULL,Ashley,C,Diaz,0,8/29/1971,M,NULL,F,ashley49@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,6697 Roslyn Drive,NULL,913-555-0129,9/10/2013,2-5 Miles
27114,310,AW00027114,NULL,Alexander,NULL,Thompson,0,11/7/1977,M,NULL,M,alexander19@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,1710 Boyd Road,NULL,899-555-0135,10/21/2012,2-5 Miles
27115,536,AW00027115,NULL,Kristi,NULL,Navarro,0,11/15/1971,M,NULL,F,kristi5@adventure-works.com,70000,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,2373 Mt .whitney Way,NULL,251-555-0127,11/3/2013,2-5 Miles
27116,609,AW00027116,NULL,Regina,L,Gonzalez,0,7/25/1971,S,NULL,F,regina17@adventure-works.com,70000,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,1077 Laurel Drive,NULL,578-555-0110,10/8/2012,2-5 Miles
27117,609,AW00027117,NULL,Jermaine,H,Prasad,0,12/11/1971,M,NULL,M,jermaine7@adventure-works.com,70000,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,00:00.0,5935 Seawind Dr.,NULL,590-555-0169,10/15/2012,2-5 Miles
27118,205,AW00027118,NULL,Tina,NULL,Kapoor,0,7/2/1981,M,NULL,F,tina3@adventure-works.com,30000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,00:00.0,"8787, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0147,7/3/2013,0-1 Miles
27119,157,AW00027119,NULL,Mayra,T,Gonzalez,0,9/23/1981,M,NULL,F,mayra18@adventure-works.com,30000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,00:00.0,Kapellstr 4924,NULL,1 (11) 500 555-0114,9/5/2013,0-1 Miles
27120,150,AW00027120,NULL,Clarence,NULL,Kumar,0,2/23/1981,M,NULL,M,clarence22@adventure-works.com,30000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,00:00.0,Hunzinger Allee 675,NULL,1 (11) 500 555-0187,9/2/2013,0-1 Miles
27121,248,AW00027121,NULL,Teresa,R,Rubio,0,2/2/1980,S,NULL,F,teresa20@adventure-works.com,20000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,00:00.0,2253 Bel Air Dr.,NULL,1 (11) 500 555-0152,7/14/2013,2-5 Miles
27122,216,AW00027122,NULL,Ernest,N,Liang,0,1/1/1975,S,NULL,M,ernest16@adventure-works.com,20000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,00:00.0,"11, quai de l´ Iton",NULL,1 (11) 500 555-0165,8/12/2013,2-5 Miles
27123,185,AW00027123,NULL,Jaclyn,NULL,Xie,0,11/7/1980,S,NULL,F,jaclyn26@adventure-works.com,30000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,00:00.0,"195, rue de Varenne",NULL,1 (11) 500 555-0172,8/25/2013,0-1 Miles
27124,184,AW00027124,NULL,Raymond,E,Kovar,0,10/3/1974,M,NULL,M,raymond5@adventure-works.com,30000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,00:00.0,"8783, place du Tertre",NULL,1 (11) 500 555-0168,9/22/2013,0-1 Miles
27125,233,AW00027125,NULL,Albert,NULL,Dominguez,0,11/18/1974,M,NULL,M,albert13@adventure-works.com,30000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,00:00.0,7344 Raymond Dr,NULL,1 (11) 500 555-0155,8/17/2013,1-2 Miles
27126,210,AW00027126,NULL,Derek,I,Sharma,0,4/6/1986,S,NULL,M,derek8@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,0,00:00.0,"11, rue de l'Espace De Schengen",NULL,1 (11) 500 555-0128,2/26/2013,0-1 Miles
27127,151,AW00027127,NULL,Misty,NULL,Black,0,8/30/1974,S,NULL,F,misty22@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,00:00.0,Platz des Landtags 550,Kreditorenbuchhaltung,1 (11) 500 555-0112,5/29/2013,0-1 Miles
27128,182,AW00027128,NULL,Heather,NULL,Cai,0,8/5/1980,S,NULL,F,heather20@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,0,00:00.0,"224, boulevard Beau Marchais",NULL,1 (11) 500 555-0146,2/22/2013,0-1 Miles
27129,167,AW00027129,NULL,Mindy,NULL,Tang,0,4/21/1986,S,NULL,F,mindy8@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,Buergermeister-ulrich-str 2945,NULL,1 (11) 500 555-0157,5/4/2013,0-1 Miles
27130,237,AW00027130,NULL,Eric,H,Parker,0,12/30/1974,S,NULL,M,eric41@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,00:00.0,3268 Hilltop Dr.,NULL,1 (11) 500 555-0175,10/26/2013,0-1 Miles
27131,259,AW00027131,NULL,Edgar,M,Madan,0,8/12/1980,S,NULL,M,edgar8@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,00:00.0,742 Grasswood Ct.,NULL,1 (11) 500 555-0178,10/21/2013,0-1 Miles
27132,231,AW00027132,NULL,Eduardo,NULL,Gonzalez,0,4/10/1958,S,NULL,M,eduardo32@adventure-works.com,10000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,00:00.0,8474 Carmel Drive,NULL,1 (11) 500 555-0165,8/24/2013,0-1 Miles
27133,190,AW00027133,NULL,Phillip,A,Arun,0,1/15/1958,M,NULL,M,phillip7@adventure-works.com,20000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,00:00.0,"69bis, rue des Peupliers",NULL,1 (11) 500 555-0115,9/15/2013,1-2 Miles
27134,200,AW00027134,NULL,Glenn,K,Chen,0,9/30/1957,S,NULL,M,glenn3@adventure-works.com,20000,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,00:00.0,"368, avenue du Québec",NULL,1 (11) 500 555-0137,8/31/2013,0-1 Miles
27135,209,AW00027135,NULL,David,B,Martin,0,2/8/1959,S,NULL,M,david73@adventure-works.com,10000,2,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,00:00.0,"88, place de la République",NULL,1 (11) 500 555-0199,7/8/2013,0-1 Miles
27136,161,AW00027136,NULL,Isabella,D,Coleman,0,5/22/1974,M,NULL,F,isabella17@adventure-works.com,10000,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,00:00.0,Platz des Landtags 404,NULL,1 (11) 500 555-0159,9/25/2013,0-1 Miles
27137,255,AW00027137,NULL,Cindy,L,Lopez,0,9/14/1973,S,NULL,F,cindy16@adventure-works.com,10000,3,3,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,00:00.0,9845 Barberry Court,NULL,1 (11) 500 555-0145,8/16/2013,0-1 Miles
27138,219,AW00027138,NULL,Veronica,NULL,Sara,0,1/7/1979,M,NULL,F,veronica11@adventure-works.com,20000,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,00:00.0,"1718, chaussée de Tournai",NULL,1 (11) 500 555-0185,9/21/2013,2-5 Miles
27139,123,AW00027139,NULL,Jon,NULL,Liu,0,7/19/1984,S,NULL,M,jon23@adventure-works.com,20000,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,00:00.0,Brunnenstr 9510,NULL,1 (11) 500 555-0160,10/26/2013,0-1 Miles
27140,235,AW00027140,NULL,Roger,NULL,Holt,0,1/22/1974,S,NULL,M,roger24@adventure-works.com,20000,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,00:00.0,9271 Prestwick Ave.,NULL,1 (11) 500 555-0191,8/17/2013,2-5 Miles
27141,271,AW00027141,NULL,Tonya,A,Anand,0,6/4/1974,M,NULL,F,tonya22@adventure-works.com,30000,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,00:00.0,6928 N. 8th Street,NULL,1 (11) 500 555-0119,8/12/2013,1-2 Miles
27142,222,AW00027142,NULL,Lindsay,NULL,Andersen,0,12/31/1978,S,NULL,F,lindsay13@adventure-works.com,30000,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,00:00.0,"7, impasse Ste-Madeleine",NULL,1 (11) 500 555-0178,9/24/2013,1-2 Miles
27143,221,AW00027143,NULL,Alvin,C,Deng,0,1/29/1974,S,NULL,M,alvin23@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,00:00.0,"7, rue de Maubeuge",NULL,1 (11) 500 555-0121,3/16/2013,0-1 Miles
27144,2,AW00027144,NULL,Franklin,NULL,Shen,0,4/20/1982,S,NULL,M,franklin20@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,38 First Ave.,NULL,1 (11) 500 555-0188,9/9/2013,2-5 Miles
27145,27,AW00027145,NULL,Pamela,L,Chapman,0,5/21/1982,S,NULL,F,pamela5@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,1025 Yosemite Dr.,NULL,1 (11) 500 555-0137,8/10/2013,2-5 Miles
27146,26,AW00027146,NULL,Danny,NULL,Hernandez,0,2/18/1971,S,NULL,M,danny4@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,856 Summit View Dr,NULL,1 (11) 500 555-0164,6/5/2013,5-10 Miles
27147,29,AW00027147,NULL,Melvin,E,Nara,0,5/3/1971,S,NULL,M,melvin15@adventure-works.com,70000,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,8192 Scenic Ct,NULL,1 (11) 500 555-0126,11/5/2013,10+ Miles
27148,24,AW00027148,NULL,Edwin,NULL,Zhu,0,6/20/1971,S,NULL,M,edwin15@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,00:00.0,6854 Muir Road,NULL,1 (11) 500 555-0112,6/30/2013,5-10 Miles
27149,40,AW00027149,NULL,Jeffery,M,She,0,10/10/1969,M,NULL,M,jeffery23@adventure-works.com,60000,3,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,00:00.0,5587 D St.,NULL,1 (11) 500 555-0138,10/6/2013,5-10 Miles
